Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),AQI_PM2.5,AQI_PM10
3/29/2019,110.8145946,256.2057576,55.46368421,58.96394737,82.36108108,41.07928571,19.49,1.713783784,40.08324324,6.331,54.49586207,0.806,17.1,9.774,27.99458333,48.55413793,1.024642857,179.5744828,0,0,161.8813793,957.45,0.118333333,184.9971712,256.6437
3/30/2019,101.6843243,242.6930303,38.34578947,53.93052632,64.05162162,41.01321429,22.23290323,1.487837838,46.84810811,5.108387097,35.52896552,0.618,10.95,7.178,29.6225,44.49862069,1.045714286,165.3744828,0,0,160.3913793,956.7580769,0.106666667,170.0843964,243.2661
3/31/2019,57.70027778,177.4309375,15.52027027,37.69891892,34.90472222,31.32807692,18.651,0.928333333,47.23555556,2.355666667,17.83892857,0.802,3.69,3.72,28.02652174,36.07392857,1.986296296,223.2864286,0,0,186.5389286,956.2632,0.142,96.24378704,177.8823188
4/1/2019,59.77324324,176.5335294,12.03394737,39.38210526,33.07324324,26.67678571,20.13129032,0.896388889,51.59081081,2.539666667,21.61833333,0.596,2.99,3.146,26.36958333,34.20172414,2.251428571,216.4810345,0,0,183.9896552,957.5292308,0.072,99.62963063,177.0028588
4/2/2019,90.65472222,218.0528125,29.02297297,56.33135135,56.82694444,29.3262963,23.883,1.22,49.95333333,4.14,31.96633333,1.07,7.3,6.2975,26.84166667,34.51535714,1.327037037,195.8514286,0,0,178.6685714,958.1719231,0.06,152.0693796,218.8722844
4/3/2019,85.7927027,216.9478788,33.32421053,55.42473684,59.85540541,30.79892857,21.72903226,1.366756757,46.78594595,4.16483871,35.98566667,0.874,10.1,5.916,27.61375,35.16724138,1.206428571,195.9958621,0,0,180.5672414,957.3596154,0.073333333,143.1280811,217.7784
4/4/2019,117.4383784,271.7381818,50.41342105,63.10868421,77.99162162,36.36321429,28.68612903,1.767837838,54.05297297,6.484,45.22034483,1.242,15.62666667,8.358,29.26791667,38.50413793,0.989285714,172.2689655,0,0,169.3482759,957.7507692,0.055,195.816018,272.0208
4/5/2019,124.7062162,289.3272727,61.47631579,63.06026316,88.18567568,41.39892857,28.40451613,1.945135135,45.54054054,6.317241379,45.89892857,1.126,15.83666667,10.078,30.22083333,38.27827586,1.038928571,174.7203448,0,0,158.7655172,956.8896154,0.063333333,204.5839647,289.434
4/6/2019,98.25108108,311.0984848,31.34054054,50.01837838,55.21648649,37.09821429,23.56966667,1.396944444,44.5625,4.884642857,36.38148148,1.16,9.76,6.53,31.41,33.65551724,1.0825,168.1144828,0,0,163.0817241,956.0465385,0.005,164.4767658,311.9875
4/7/2019,149.1505405,338.6181818,29.48,42.13135135,48.77243243,51.53148148,19.893,1.409444444,46.97333333,5.462142857,28.71518519,0.926,8.526666667,5.785,29.34,50.90241379,1.617142857,149.2089655,0.140909091,2.21325,137.9527586,955.5973077,-0.071666667,223.1992578,339.232
4/8/2019,79.94918919,280.8505882,26.02657895,46.37921053,48.8327027,40.705,15.56677419,1.104324324,43.30243243,3.023103448,23.71,0.422,3.68,4.148,27.75791667,45.74413793,1.201428571,141.7696552,0.00047619,0.01275,160.5744828,956.2657692,-0.03,133.5836757,281.0420824
4/9/2019,90.29216216,236.7666667,37.06394737,54.43526316,63.15594595,38.16357143,22.10774194,1.484054054,49.71054054,5.143793103,38.49785714,0.708,6.806666667,5.518,28.8775,41.8837931,1.007142857,133.4455172,0,0,171.9203448,955.9796154,-0.071666667,151.4771982,237.399
4/10/2019,96.93027027,243.6569697,47.64810811,54.77972973,71.90837838,40.36444444,20.72225806,1.635405405,46.19702703,5.76137931,43.15571429,1.26,10.27666667,8.072,31.07708333,36.65896552,1.234285714,188.8417241,0,0,167.2889655,956.8726923,0.023333333,162.3194414,244.2204
4/11/2019,70.83918919,210.2830303,29.67973684,47.69315789,54.92189189,34.06392857,21.73806452,1.239459459,43.89297297,3.361724138,36.80107143,0.864,5.883333333,4.578,31.7925,30.96206897,1.176428571,180.8210345,0,0,168.7375862,956.7461538,0.066,118.704009,211.1802
4/12/2019,61.43864865,221.6657576,18.77684211,39.53184211,39.56702703,33.67571429,19.11806452,1.090810811,48.45405405,2.829285714,30.54814815,0.872,4.666666667,2.684,30.43125,33.58275862,1.540357143,165.5931034,0.000952381,0.04,159.9658621,957.2553846,0.008333333,103.3497928,222.4491
4/13/2019,54.63432432,177.7457576,14.97648649,37.17675676,33.59243243,32.28481481,20.63935484,1.05,42.37216216,2.46137931,25.28888889,0.42,3.67,2.64,31.08791667,30.65827586,1.801071429,180.9148276,0,0,176.2727586,957.66,-0.038,91.23606306,178.1908424
4/14/2019,52.18810811,174.17,14.90810811,36.02783784,33.65891892,29.53481481,20.53225806,1.069459459,39.42945946,2.056785714,19.99,0.77,2.45,1.816,31.44041667,30.08068966,1.68,208.7286207,0,0,179.0093103,957.4546154,0.002,87.24057658,174.6866
4/15/2019,57.31405405,199.2373529,34.28394737,42.97394737,55.73702703,29.61535714,22.41870968,1.441621622,38.48189189,3.233214286,31.80814815,0.792,7.655,3.7525,32.92583333,27.28034483,1.506428571,208.2834483,0,0,184.1834483,955.8146154,0.028,95.61295495,199.2526059
4/16/2019,55.90648649,159.86,11.20657895,32.63526316,28.50972973,30.30428571,12.12,1.074594595,43.68864865,2.175714286,20.1762963,0.488,3.965,2.59,25.43208333,49.32965517,2.6625,171.9889655,0.055909091,0.53425,97.99482759,958.9826923,-0.02,93.31392793,160.6628
4/17/2019,23.56972973,63.25575758,9.473421053,27.26342105,23.61945946,26.72107143,11.31483871,0.924054054,44.23324324,1.373793103,10.88444444,0.644,2.553333333,2.068,22.81375,56.54793103,2.099285714,164.7796552,0.055454545,0.52775,135.0462069,959.5488462,0.013333333,39.28288288,63.99064242
4/18/2019,41.32405405,98.47030303,16.97315789,40.47894737,35.87972973,26.34964286,15.19677419,1.087027027,48.74216216,2.418214286,17.00846154,0.78,4.686666667,2.522,24.415,49.20034483,1.151071429,170.857931,0.00047619,0.0175,185.6268966,960.07,-0.035,69.49595495,98.50089697
4/19/2019,72.39702703,159.6021212,25.33473684,47.16578947,47.44243243,29.99607143,21.59322581,1.306756757,44.3372973,3.178965517,22.50074074,1.49,6.123333333,3.392,26.51458333,38.46344828,1.197142857,214.5496552,0,0,184.6155172,958.0065385,-0.046,121.2484775,160.4100788
4/20/2019,89.80783784,199.1654545,32.30605263,54.89842105,57.36540541,28.89857143,26.01096774,1.519166667,51.21810811,3.868275862,28.39678571,1.096,7.13,4.3,28.28208333,33.93827586,0.921785714,204.9155172,0,0,184.3727586,955.9423077,-0.013333333,149.6861351,199.1821455
4/21/2019,95.25162162,223.0427273,40.72378378,56.4772973,64.75648649,31.25962963,22.17483871,1.684444444,46.50297297,4.492758621,37.97821429,1.838,10.585,5.4475,30.39083333,30.31172414,1.179285714,197.9886207,0,0,184.452069,954.4680769,-0.008,159.5776486,223.8123
4/22/2019,110.2062857,262.2432258,48.85971429,61.00371429,73.62457143,36.72615385,28.922,1.874857143,50.74028571,5.89,43.02107143,1.968,4.43,5.6925,31.50875,32.15821429,1.026666667,174.8667857,0,0,176.5728571,954.4407692,0.006666667,184.0036,262.6207935
4/23/2019,101.2308571,280.7080645,48.90944444,62.29861111,76.78971429,37.10888889,25.053,1.852,47.10771429,5.903448276,51.19785714,3.052,3.825,5.7125,33.27291667,29.82142857,1.13,185.3575,0,0,181.8389286,955.2423077,-0.02,169.3437333,280.9009839
4/24/2019,85.88583333,271.5946875,12.10864865,50.09189189,38.93222222,36.75259259,19.23833333,1.481388889,54.78694444,3.834137931,33.18071429,1.912,3.25,4.0775,34.56625,30.20321429,1.458888889,150.5564286,0,0,168.81,956.0761538,0.025,143.2801944,271.8787406
4/25/2019,83.44444444,271.6275758,10.70810811,40.36513514,31.70055556,38.71444444,17.53166667,1.316388889,57.95055556,3.315666667,27.09068966,1.358,2.81,4.0925,33.70833333,33.7275,1.621481481,142.4210714,0,0,160.7621429,956.0607692,0.028333333,139.2925926,271.9113
4/26/2019,83.59888889,253.8375758,31.65972973,51.83027027,54.34,31.54555556,25.57833333,1.3125,41.86638889,4.36,38.11275862,1.748,3.91,6.4625,33.51916667,25.2925,1.343333333,199.2196429,0,0,183.8185714,955.7388462,0.02,139.5448519,254.2992
4/27/2019,72.32,303.4309091,13.40459459,37.98675676,32.13944444,26.85107143,20.78129032,1.054444444,45.82472222,2.960689655,26.11551724,1.196,2.295,4.465,34.42083333,18.30068966,2.139642857,224.42,0,0,189.6068966,955.1280769,0.003333333,121.1226667,304.3966
4/28/2019,77.50606061,292.3013333,18.10090909,40.41617647,36.55454545,24.8092,20.41241379,1.084545455,47.62666667,2.597931034,33.88357143,0.912,2.34,4.4925,34.2326087,15.54571429,1.811071429,225.8214286,0,0,198.4553571,952.9916,-6.94E-18,129.5932323,292.37832
4/29/2019,81.95771429,276.7934375,33.72,50.83228571,53.90057143,27.32037037,23.98133333,1.362285714,45.71114286,9.34,39.90482759,0.8,3.6,6.0775,34.23391304,16.72285714,1.244285714,206.1210714,0,0,192.2535714,952.2956,-0.02,136.8642667,277.0255031
4/30/2019,93.35285714,288.5678788,31.51527778,60.63722222,57.38861111,32.43269231,25.188,1.551666667,52.75305556,4.608,36.22862069,0.706,4.62,6.335,35.50173913,17.46571429,1.319285714,163.6796429,0,0,181.9617857,950.0944,-0.015,156.4763333,288.6822
5/1/2019,111.0057143,329.410303,38.57583333,63.52333333,63.87138889,36.34115385,27.29533333,1.637777778,54.12805556,4.779,35.00241379,0.648,4.815,6.9425,33.92478261,22.67444444,0.977037037,155.3959259,0,0,174.0155556,949.6568,0.01,185.3093333,330.1162
5/2/2019,73.25916667,283.9330303,19.65027778,41.64472222,35.97361111,36.03461538,17.76066667,1.140555556,61.42722222,3.026,26.84310345,0.596,2.175,3.715,32.19086957,27.84535714,2.088928571,124.2153571,0,0,155.2225,951.3812,0.051666667,122.6566389,284.0937
5/3/2019,52.03138889,150.4412121,28.45378378,52.77405405,47.31361111,31.55555556,17.88433333,1.154166667,60.36666667,2.902333333,27.47448276,0.758,2.185,3.8875,30.66652174,31.35571429,1.529285714,136.2035714,0.020952381,1.0475,179.5982143,953.276,-0.006666667,86.98460185,151.4323879
5/4/2019,88.10972222,213.35,33.57864865,57.16405405,54.9875,38.63384615,21.693,1.1725,49.27472222,3.651333333,30.83428571,0.99,3.606666667,5.225,30.39173913,27.28535714,1.336428571,207.5160714,0.00047619,0.0125,240.3339286,954.8604,-0.03,146.9125463,214.2165
5/5/2019,81.69888889,236.3436364,45.69285714,60.462,64.46470588,25.37375,17.82482759,1.698285714,63.47361111,3.201666667,35.00896552,0.56,5.716666667,5.3575,35.23608696,14.94071429,1.575357143,219.0721429,0,0,235.3467857,954.2,-0.014,136.4415185,236.9802
5/6/2019,118.9713889,303.5851515,59.61891892,70.25486486,84.29666667,30.98814815,23.52733333,1.915,49.45222222,5.086451613,43.89966667,0.692,5.843333333,6.6525,32.85434783,17.26214286,1.408214286,219.7042857,0,0,193.5025,952.5964,0.018,198.3199352,304.5493
5/7/2019,127.48,387.8711765,75.43243243,68.45621622,96.61189189,34.3975,23.21645161,1.971081081,33.25805556,5.471290323,46.614,0.648,6.08,12.76666667,33.37708333,19.63724138,1.403214286,211.9034483,0,0,188.6358621,952.5438462,0.018,206.6963077,387.9924647
5/8/2019,143.2854054,422.0805882,68.26108108,60.65864865,86.09,36.1925,25.62633333,1.873243243,37.93444444,6.183870968,53.63766667,1.228,10.56,12.88333333,34.22333333,18.66137931,1.588928571,212.9762069,0,0,189.0927586,952.5434615,0.066,218.7327318,422.8597824
5/9/2019,136.5016216,421.5388235,33.20263158,51.29947368,56.29648649,30.26857143,22.77612903,1.5,40.99567568,4.613870968,37.878,0.552,5.556666667,7.7275,34.97333333,17.6437931,1.671785714,220.6124138,0,0,182.2555172,951.9207692,0.072,213.5666195,422.3234353
5/10/2019,89.90054054,319.6976471,14.91789474,36.63184211,33.31135135,25.29107143,16.51258065,0.984324324,47.08918919,2.664516129,21.4662069,0.24,2.91,4.53,35.18791667,17.84068966,1.69,217.5368966,0,0,184.5189655,952.7734615,0.052,149.8375495,320.5006706
5/11/2019,104.3813889,299.1730303,14.43351351,43.89243243,36.81305556,30.47,21.98548387,1.196944444,58.24444444,3.21,24.99392857,0.2575,3.113333333,4.555,32.96666667,26.50793103,1.461785714,213.6455172,0.00047619,0.025,178.9393103,954.735,0.04,174.4896019,299.1813
5/12/2019,172.9325,410.1951515,14.09378378,43.57027027,36.00222222,30.36178571,19.656,1.281111111,57.10888889,2.778333333,20.33107143,0.215,2.296666667,2.78,32.6125,27.48241379,1.679642857,223.5672414,0,0,173.6403448,954.4030769,0.038,241.3101346,411.0932
5/13/2019,163.2402778,344.6854545,18.39567568,48.48864865,42.025,35.70785714,32.24,1.446944444,59.62305556,4.116666667,24.26392857,0.42,2.666666667,3.0825,32.09958333,31.45206897,1.4675,183.8213793,0.037272727,0.75425,146.7886207,953.4069231,0.015,233.9291346,345.2386
5/14/2019,60.87333333,133.5890909,14.57108108,40.43594595,34.05888889,34.16071429,13.62129032,1.097222222,52.49657143,2.416666667,28.70482759,0.19,2.886666667,2.418,29.98833333,39.76862069,1.098571429,175.7755172,0,0.00025,192.8806897,954.0646154,0.02,102.4264444,133.9173091
5/15/2019,83.98222222,192.6890909,32.25216216,57.78297297,59.70472222,43.65714286,20.54387097,1.516944444,38.50416667,4.963666667,41.1537931,0.7825,5.133333333,4.518,28.52083333,47.25551724,1.389642857,143.1589655,0.112727273,2.38775,145.4286207,956.0526923,0.008333333,140.170963,192.8353091
5/16/2019,76.13722222,230.3169697,29.78,51.9,54.37583333,43.58607143,15.01806452,1.414166667,42.42916667,4.055666667,35.68103448,0.5875,3.756666667,2.968,29.70208333,41.00862069,1.387142857,190.5272414,0.026666667,819.265,146.7837931,955.8480769,0.033333333,127.357463,231.0138
5/17/2019,89.96583333,292.6748485,28.33108108,43.34810811,48.3425,41.19642857,12.88870968,1.238888889,39.65555556,3.694666667,36.59586207,0.445,3.453333333,3.768,28.13166667,48.35931034,1.434642857,187.5517241,0.126363636,4.265,157.2068966,956.27,0.011666667,149.9441944,292.7481
5/18/2019,46.94666667,113.0363636,12.16,35.21891892,30.18722222,39.73,11.40129032,1.061666667,45.32194444,2.443793103,21.48111111,0.08,2.35,3.6375,27.43666667,54.44758621,1.438928571,221.6603448,0.023636364,0.0375,203.5782759,956.6819231,0.028,78.67955556,113.7756364
5/19/2019,83.56111111,172.2293939,19.87702703,47.29891892,43.61111111,36.53357143,17.25741935,1.235714286,55.63027778,3.453448276,24.92111111,0.195,3.215,5.7,30.77125,36.8062069,1.353571429,222.3324138,0,0,197.7151724,955.7303846,0.034,139.4831481,172.7848061
5/20/2019,89.63777778,220.9875758,31.93945946,55.31108108,58.48333333,34.65571429,19.47483871,1.320555556,50.14555556,4.113793103,32.06607143,0.4325,3.505,6.7925,33.14041667,28.57413793,1.321785714,215.3648276,0,0,205.2917241,956.09,0.058,149.4083704,221.7777
5/21/2019,75.78416667,196.4793939,19.17864865,46.99837838,42.98361111,31.45535714,19.75806452,1.200285714,52.76944444,3.507241379,24.00148148,0.145,2.71,4.795,34.38,26.27275862,1.270357143,215.9417241,0,0,197.7624138,954.9884615,0.084,126.7808056,196.5498061
5/22/2019,65.35055556,209.19,35.07837838,52.42297297,60.21,33.19035714,17.0216129,1.566571429,34.08055556,4.163103448,34.58678571,0.255,4.875,8.6925,32.9325,31.44344828,1.052857143,215.1610345,0,0,125.3106897,953.7246154,0.036666667,109.7392407,210.0981
5/23/2019,90.84972222,227.6812121,33.65432432,51.72324324,57.67416667,37.565,21.31806452,1.441111111,49.48527778,5.473666667,37.94275862,0.6225,14.25666667,8.328,32.29125,38.01103448,1.145,198.9434483,0.189090909,2.01125,159.9441379,953.3911538,0.03,152.3878796,228.4044
5/24/2019,45.64666667,122.4354545,19.58189189,39.88864865,39.21583333,46.32428571,12.16064516,1.193055556,29.06388889,3.530333333,34.36344828,0.9325,11.86666667,5.796,28.93625,52.3362069,1.67,183.4555172,0.031363636,0.4175,181.4427586,955.4123077,0.04,76.55622222,122.9867455
5/25/2019,42.89833333,119.8666667,11.29081081,34.34135135,28.91888889,32.72785714,12.98774194,0.984166667,52.24833333,2.480689655,19.14,0.0975,6.946666667,4.408,31.73043478,35.44137931,1.949285714,226.3124138,0.000952381,0.0375,218.6203448,954.08,0.063333333,72.06727778,120.4693333
5/26/2019,56.005,141.1587879,14.19054054,42.26459459,36.03611111,27.21107143,17.83322581,1.084166667,58.83583333,2.608666667,31.6137931,0.1725,2.646666667,3.704,32.81608696,26.84,1.5475,212.2475862,0,0,222.497931,952.8157692,0.048,93.47483333,141.3356121
5/27/2019,64.59472222,175.6466667,27.95027027,54.16297297,53.82138889,28.31964286,18.74903226,1.284444444,52.36194444,3.624666667,33.90137931,0.3125,8.226666667,5.132,34.62347826,21.84344828,1.435714286,213.2148276,0,0,216.5068966,952.4896154,0.03,108.504713,176.1337333
5/28/2019,65.73361111,186.4887879,36.76918919,60.7772973,65.73916667,29.72178571,20.46483871,1.2975,54.63138889,4.263666667,33.96206897,0.3825,15.02666667,5.058,34.87173913,17.61827586,1.523928571,217.9613793,0,0,220.1265517,952.1476923,0.054,110.3648981,186.7590121
5/29/2019,75.37583333,208.1303125,39.23945946,69.70081081,73.20444444,30.46206897,23.388125,1.5775,54.68944444,4.750666667,41.12310345,0.56,19.88666667,6.816,35.51391304,19.71758621,1.221071429,211.8789655,0,0,204.9989655,950.9596154,0.031666667,126.1138611,209.0490094
5/30/2019,85.13621622,248.2981818,66.76157895,69.12894737,94.60108108,34.95172414,22.4740625,1.850810811,44.17162162,6.869677419,49.941,0.91,37.52333333,11.386,36.99521739,19.53689655,1.174642857,217.8613793,0,0,206.322069,949.8707692,0.004,142.0558198,248.8152
5/31/2019,90.16361111,348.0915625,41.02027027,56.28864865,66.02888889,35.18586207,19.63375,1.606666667,50.58166667,4.234193548,37.316,0.635,6.9075,6.16,37.33347826,18.88137931,1.271428571,190.0541379,0,0,194.6375862,950.1046154,-0.022,151.2672315,348.6106469
6/1/2019,95.21277778,310.579375,38.645,54.84027027,62.00111111,42.57241379,20.8484375,1.618055556,53.20972222,5.277,33.48035714,0.79,4.306666667,5.034,36.41086957,28.42827586,1.308928571,137.7831034,0,0,189.3293103,950.2934615,-0.03,159.5142037,311.4735813
6/2/2019,73.05057143,223.02,10.37617647,31.28588235,26.01212121,48.54259259,14.10225806,1.067058824,56.52485714,2.245862069,14.77962963,0.235,0.81,2.92,36.53434783,38.08965517,1.868148148,130.0432143,0,0,185.5589655,950.3934615,-0.021666667,122.3159333,223.7898
6/3/2019,65.20685714,305.1234375,12.31388889,30.40166667,27.77314286,43.39607143,12.56032258,1.041714286,54.71742857,1.721034483,10.49592593,0.1075,0.75,2.536666667,34.90130435,37.57965517,2.428214286,136.5737931,0,0,181.987931,950.965,0.001666667,109.5045333,306.0722031
6/4/2019,56.3325,178.3115625,16.61297297,38.02621622,33.13583333,33.78,13.738125,1.174166667,63.47777778,2.422333333,22.0962069,0.1525,3.753333333,7.458,34.9373913,36.11724138,2.006785714,135.0848276,0,0,187.6948276,951.2615385,0.003333333,94.00975,178.7453313
6/5/2019,73.03,217.79125,15.11432432,42.95567568,36.81583333,35.37206897,15.676875,1.315833333,56.81805556,3.368333333,25.75931034,0.1675,4.066666667,8.982,36.60173913,33.08827586,1.486785714,144.7106897,0,0,180.1303448,950.6684615,-0.023333333,122.2823333,218.6133375
6/6/2019,68.79194444,231.0103125,20.12189189,43.72621622,41.39083333,34.36655172,16.67,1.118611111,56.18694444,2.934,28.01310345,0.13,4.976666667,9.938,36.3926087,28.28965517,1.595714286,166.9272414,0,0,176.7248276,951.0126923,0.005,115.3601759,231.7002094
6/7/2019,55.08361111,158.973125,14.15,36.8872973,33.69138889,32.01724138,14.5365625,1.176666667,68.79388889,2.378,22.55896552,0.0175,2.556666667,5.672,33.85478261,37.17448276,1.608214286,138.7,0,0,192.3127586,953.335,0.045,91.96989815,159.7936625
6/8/2019,70.31222222,195.5915625,26.28081081,51.48621622,52.94027778,38.14241379,14.1303125,1.550833333,59.68972222,3.023333333,27.00892857,0.1125,2.256666667,5.98,36.38541667,32.15241379,1.231785714,182.2382759,0,0,199.2975862,952.0696154,0.075,117.8432963,195.6797313
6/9/2019,98.73583333,274.9121875,56.36162162,62.48108108,82.46583333,35.2162963,22.4028125,1.877222222,57.84055556,5.554666667,43.86310345,0.2475,6.31,11.445,36.52708333,26.27793103,1.128928571,159.8172414,0,0,182.2396552,949.7807692,0.015,165.2685278,275.1630656
6/10/2019,73.86583333,246.48,50.71378378,63.01756757,78.77916667,33.20827586,16.1953125,1.696944444,48.56305556,4.167666667,42.89241379,0.1875,5.513333333,8.152,37.86333333,22.58103448,1.277142857,202.6593103,0,0,164.1362069,947.4392308,0.021666667,123.6475278,247.0152
6/11/2019,116.1841667,431.185,42.76054054,48.54459459,63.50444444,31.18827586,13.3840625,1.396944444,33.06833333,3.176333333,32.96827586,0.34,4.466666667,6.878,38.3025,18.96758621,1.566071429,200.7755172,0.00047619,0.013,162.9982759,947.6142308,0.016666667,193.7674722,431.87315
6/12/2019,58.46888889,246.360625,14.22864865,28.39648649,27.61527778,34.08206897,11.0190625,0.890277778,59.87444444,1.699032258,16.97233333,0.26,2.05,3.21,35.05541667,32.79724138,2.616071429,139.0262069,0,0,189.697931,949.995,0.095,97.49918519,246.8970188
6/13/2019,51.91789474,184.5264706,12.93051282,34.75974359,31.21210526,28.74517241,11.7203125,1.046842105,50.18447368,1.890625,17.66733333,0.33,3.103333333,3.92,36.0375,32.64,1.466785714,195.7989655,0,0,192.0524138,950.2169231,0.08,86.79922807,184.8359412
6/14/2019,54.83894737,197.4670588,20.71205128,39.76666667,41.12921053,22.82689655,13.09625,1.163684211,56.69868421,2.4353125,25.12548387,0.738,3.49,4.598,36.91333333,23.70965517,1.826785714,222.7286207,0,0,207.0624138,949.2934615,0.096666667,91.5702807,197.5177176
6/15/2019,80.51447368,278.9679412,22.91179487,43.89410256,45.73684211,23.2662069,16.7496875,1.15,54.00526316,3.32,25.22333333,0.626,4.803333333,5.494,37.3725,19.93689655,1.869285714,221.9306897,0,0,193.7027586,948.8030769,0.091666667,134.5069737,279.1782618
6/16/2019,41.59054054,159.9190909,11.42236842,20.485,21.72135135,24.56482759,9.39375,0.812702703,42.84702703,1.07,12.53413793,0.165,1.273333333,2.424,31.95166667,42.75862069,2.485,224.3831034,0.000952381,0.0375,126.0372414,950.6688462,0.062,69.93121622,160.7207091
6/17/2019,40.10868421,143.4497059,14.90871795,27.67512821,28.13447368,25.78586207,10.80875,0.946578947,39.66157895,1.70875,18.68483871,2.118,1.776666667,2.782,30.76541667,41.55413793,2.198928571,206.6993103,0.049545455,0.26775,102.9489655,950.4484615,0.031666667,67.51085088,143.5807118
6/18/2019,37.60184211,88.23058824,17.51,33.70538462,33.73342105,25.54689655,7.969375,1.102894737,45.81263158,1.95375,27.05483871,0.506,3.21,3.384,27.16833333,57.85206897,1.9425,192.0996552,0.173181818,6.3055,163.9172414,953.99,0.058333333,63.41634211,88.46597647
6/19/2019,77.57052632,219.4752941,15.65384615,35.41128205,33.84421053,33.98689655,12.111875,1.095789474,54.23263158,2.693125,26.21612903,0.602,3.96,3.828,31.0625,48.44034483,1.417142857,154.8893103,0.00047619,0.03,187.7193103,951.0015385,0.088333333,129.6985263,220.2805412
6/20/2019,44.16736842,134.8805882,10.42794872,31.44153846,27.35447368,29.05827586,9.4946875,0.960526316,65.32052632,1.7990625,17.82580645,0.594,2.116666667,2.9,32.37,42.66413793,1.373214286,157.8148276,0.00047619,0.0275,207.4734483,951.8553846,0.063333333,74.14003509,135.1829765
6/21/2019,70.27081081,190.0724242,13.91868421,44.29552632,37.80891892,32.05172414,11.9715625,1.262972973,56.04594595,2.94875,28.01064516,1.216,3.716666667,4.45,33.84375,42.51310345,1.196785714,165.5403448,0.001,823.0075,162.8968966,951.8403846,0.04,117.7756577,190.2709758
6/22/2019,67.60162162,181.1557576,12.11657895,42.23394737,35.31486486,31.19965517,14.6346875,1.096216216,67.21378378,2.7871875,23.42066667,1.096,3.446666667,4.262,35.03166667,34.8962069,1.430357143,167.2013793,0.144761905,7.2875,205.7289655,951.3311538,0.058333333,113.415982,181.5326424
6/23/2019,40.22315789,125.3585294,6.43,22.33538462,19.10394737,31.02137931,9.9396875,0.945789474,55.235,1.4696875,14.81290323,0.688,0.893333333,2.22,34.32041667,44.14,2.158214286,135.2158621,0,0,198.7575862,951.5261538,0.091666667,67.69782456,125.8513588
6/24/2019,27.76789474,85.73558824,9.367692308,26.04179487,22.23526316,28.23551724,10.3284375,0.940526316,35.52421053,1.5053125,12.25166667,0.298,1.183333333,2.642,30.84708333,56.41758621,2.098928571,129.0765517,0.001904762,0.0875,139.8448276,953.1288462,0.061666667,46.27982456,86.02087647
6/25/2019,59.76210526,126.0839394,11.83769231,33.81974359,29.98368421,28.36655172,11.5978125,1.085,52.57947368,2.6203125,20.97566667,0.534,3.24,3.99,33.31041667,51.58310345,1.242142857,135.7082759,0,0,159.3417241,952.3142308,0.053333333,99.6114386,126.5622606
6/26/2019,67.25447368,157.7160606,15.26512821,37.05948718,33.44368421,29.8425,12.4259375,1.183947368,45.20236842,2.6496875,26.92548387,0.38,3.21,3.75,35.93083333,42.03758621,1.2975,195.0762069,0,0,180.5806897,949.9657692,0.068333333,112.8489737,158.5617394
6/27/2019,65.13473684,239.7490909,18.67,39.65128205,38.02236842,29.00034483,13.4128125,1.185789474,43.17447368,2.751875,26.15774194,0.418,3.093333333,4.146,34.65375,39.48793103,1.521071429,221.1337931,0,0,175.1672414,948.4788462,0.098,109.3867368,240.3516
6/28/2019,60.15105263,245.0290909,19.80051282,35.58128205,35.68421053,26.64413793,13.823125,0.992105263,33.97131579,2.829375,19.94866667,0.376,5.3125,3.573333333,35.38833333,35.44827586,1.770714286,224.1134483,0,0,180.3893103,947.66,0.13,101.2467193,245.5788
6/29/2019,59.03710526,280.0887879,18.46717949,34.75025641,36.77,23.12607143,11.6953125,0.979736842,31.65105263,2.4415625,20.67133333,0.27,9.645,3.506666667,37.19791667,30.98827586,1.528214286,217.2368966,0,0,189.3534483,947.0215385,0.066666667,98.42727193,280.2879
6/30/2019,63.69108108,271.8224242,19.5825641,31.48692308,35.92789474,23.9962069,12.313125,1.026052632,39.99552632,2.460645161,24.771,0.6925,3.2325,3.06,37.10666667,32.97482759,1.631071429,192.5565517,0.002380952,0.1125,187.0896552,947.4011538,-0.001666667,107.0287658,272.1042
7/1/2019,57.34210526,194.9675758,9.962820513,30.30897436,26.87052632,24.82310345,11.769375,0.935526316,56.71289474,1.889354839,17.11724138,0.685,1.89,2.82,36.28958333,35.27172414,1.169642857,179.9568966,0,0,188.4162069,948.3457692,-0.001666667,95.65877193,195.0682242
7/2/2019,71.24236842,236.0169697,7.508974359,27.33307692,22.68263158,26.78862069,11.6675,1.001315789,63.69473684,2.01,18.23586207,0.41,1.803333333,2.474,35.2,41.67,1.576785714,165.5134483,0.007142857,0.3675,165.58,949.2530769,0.02,119.3625351,236.6568
