Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01,138.69982358070675,218.82665702634452,54.57236187233184,38.65351852423693,69.02640275755265,53.550241380468115,8.591888559854112,1.4498377330533128,22.005588021862646,4.477300041695422,12.408050236172054,1.1024137205387206,,4.6100462962962965,6.142708333333333,15.065278030303029,74.06061288286087,0.7754624877810362,196.97671184501263,0.0,0.0,68.0171198442761,982.3932139908703,0.05024305555555555
2023-01-02,230.8512732255667,340.3908842538191,35.82199559005728,38.73608421114065,52.95351776089967,59.22811134186425,7.697934354247349,1.3702478100293736,19.201983751529266,4.931130080084323,15.43418636415919,1.1958333333333333,,5.253450351731602,6.5197130102040814,14.390152136752137,80.19590335841696,0.845451800614844,143.61795058621058,0.0014204545454545455,0.0008012820512820513,50.43269292036674,983.2496701388889,0.04444444444444443
2023-01-03,236.89749423231757,371.14858968330327,24.494155157787166,35.316377430942644,44.466982662725655,51.41256796051548,12.103221849282997,1.2077308777525693,18.397918442841878,4.209713684824255,14.450784516204461,1.019754176731079,,3.8505729166666662,4.964467592592593,13.352949681598595,76.75886940052702,0.8962115219221197,191.37688241992151,0.0,0.0,45.973787263565185,982.8782982521705,-0.026393692358366305
2023-01-04,176.89217835405333,283.964360546252,31.90739300094134,34.75532163538957,49.66767673362424,51.14708047698452,9.727868228563635,1.281559580135095,18.433165383454106,4.512221206804624,12.93354977722083,1.0831655092592591,,4.599868421052632,5.802329975754604,12.033793055555554,78.16718525985662,1.0265462962962963,203.0774137544803,0.00014204545454545,8.012820512820257e-05,52.335253831417624,979.2895900106838,-0.027387152777777767
2023-01-05,207.2251921528552,324.53157816364444,53.38468735290475,42.841222702217266,72.94936279974317,61.849066604393116,11.035856395834227,1.5692163362464366,13.728854969171115,5.624629035675522,19.05712534386742,2.053605324074074,,6.067814814814814,5.4472668650793645,11.546201893939394,80.66336977202904,0.8420116655687307,190.99822699735788,0.0,0.0,49.1486411529084,977.6919038947163,0.03353560273790537
2023-01-06,255.80826764535573,437.8404708380931,39.180911040576085,49.129037419880525,63.0631674504721,55.51028206694453,10.31054539489569,1.4441655963802704,16.590594686839932,5.646495708449888,17.47240047505333,1.9309837962962966,,6.415205026455027,5.371814767573696,12.11579824879227,77.56134009272245,0.9475778985507246,173.79399091280973,0.0,0.0,53.1371774529402,978.0875988247863,0.059270307239057234
2023-01-07,236.47971917217387,398.9113402880015,56.534617026994745,42.81812379374098,75.0761589928275,54.34554987943065,13.647197236107882,1.5705867378453695,17.201009732392205,5.7788177630534125,18.849519735658866,1.5168287037037038,,5.351099537037037,5.270342261904761,11.870055286561264,78.16458313237186,0.9054350096588,198.81796103565253,9.469696969696818e-05,5.3418803418802565e-05,62.34375249257586,976.4667074094384,-0.0017595598845599008
2023-01-08,255.02111055436427,381.2681781164605,66.06465716602665,40.673804355254056,80.68300276942583,61.604967053120234,9.014818590058626,1.7861015173152353,16.784124692076574,6.188464632740448,18.15964046250684,1.7396874999999998,,5.885806159420291,5.540087301587302,10.978819444444444,80.06530546524148,0.7985844907407407,194.3875428549166,0.0,0.0,54.31643147176412,974.5798090277777,-0.05708964646464648
2023-01-09,370.42176091922516,530.0179243040716,78.4701897918803,52.456937692542944,101.08188657984907,69.6405192170209,8.750472734752142,2.487375346124612,17.98253595668292,9.794622954991233,29.82848663008777,2.169378747669294,,10.524754812378168,8.212736989532655,11.260270321637426,80.6898322874243,0.72472021840167,165.1693772582498,0.0,0.0,50.5875162037037,975.2888544478184,-0.0029749821937322153
2023-01-10,232.08310834519497,338.34904299883203,50.94770021944333,39.11550934701542,68.47002819192075,64.87455154741092,8.383484612883072,1.7062627097390344,15.089417072831083,6.499956306276887,24.85869449094375,1.8088139632107023,,8.208278935185186,5.3919014550264555,12.036682905982907,77.96677661758814,0.9371946480526171,204.89354609128992,0.0011363636363636365,0.00040064102564102563,60.04097557261208,974.4805397353715,0.036748687959214245
