Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2018-01-01,304.6323529411764,440.2516666666666,52.635000000000005,60.75058823529412,87.06312499999999,71.1275,17.06625,1.8292857142857142,27.839285714285715,5.050909090909092,13.172,1.786,,2.8266666666666667,7.445,10.482,78.38066666666668,0.48500000000000004,139.77,0.0,0.0,71.14200000000001,840.5450000000001,-0.01000000000000001
2018-01-02,280.47058823529414,439.8108333333334,30.121875000000003,53.13882352941176,60.39812500000001,55.798750000000005,11.885,1.5257142857142856,25.222142857142853,3.830909090909091,9.463,0.25,,2.1233333333333335,3.6599999999999997,9.94111111111111,81.01785714285714,0.5533333333333333,164.16,0.0,0.0,73.53071428571427,850.4255555555557,0.085
2018-01-03,219.99176470588236,344.0391666666667,36.709375,53.151764705882364,67.98,50.519999999999996,10.188749999999999,1.337142857142857,24.377142857142854,3.1363636363636362,6.728,0.2975,,1.1466666666666667,2.7550000000000003,10.237777777777778,78.13142857142857,0.5991666666666667,201.46083333333334,0.0,0.0,85.14714285714285,850.5155555555556,0.06666666666666667
2018-01-04,245.57294117647058,395.77583333333337,35.099375,60.116470588235295,53.811875,53.092499999999994,14.302500000000002,1.3357142857142856,26.208571428571435,3.7427272727272722,8.212,0.3775,,1.9799999999999998,3.5949999999999998,9.82,76.44142857142859,0.8478571428571428,133.46214285714285,0.0,0.0,89.62857142857145,850.8877777777778,0.06833333333333333
2018-01-05,241.65823529411762,365.41,41.910000000000004,55.786470588235304,57.8,53.44749999999999,13.583749999999998,1.4878571428571428,23.39785714285714,3.5572727272727276,7.947,0.255,,1.4666666666666668,4.12,9.472222222222221,76.84642857142856,0.6908333333333334,120.26333333333332,0.0,0.0,81.35142857142857,851.0677777777778,0.15166666666666667
2018-01-06,255.64352941176475,390.45250000000004,70.01533333333334,58.799375,89.27533333333332,67.00714285714287,17.8375,1.6828571428571428,27.704285714285714,6.201818181818182,15.530000000000001,0.43,,1.8099999999999998,7.870000000000001,10.595555555555556,71.015,0.5775,194.05916666666667,0.0,0.0,88.23642857142855,849.9211111111111,0.09999999999999999
2018-01-07,186.5829411764706,294.16166666666663,25.93285714285714,47.230000000000004,49.222857142857144,48.55666666666667,15.9975,1.2764285714285715,29.11428571428572,2.9490909090909088,5.9510000000000005,0.2025,,0.9166666666666666,3.24,10.407777777777778,67.04142857142857,0.8483333333333335,202.47333333333336,0.0,0.0,98.96857142857142,850.9877777777779,0.10999999999999999
2018-01-08,159.97882352941178,276.9708333333333,45.885625000000005,55.751764705882344,82.908125,50.72875,17.31625,1.3292857142857142,31.777142857142856,3.6572727272727277,8.831000000000001,0.395,,1.48,6.034999999999999,12.256,57.13100000000001,0.8300000000000001,228.917,0.0,0.0,99.665,783.6149999999999,0.16333333333333336
2018-01-09,230.54764705882351,355.2625,59.4064705882353,65.50055555555555,59.68866666666666,58.34125,21.6225,1.602857142857143,32.306428571428576,5.14,13.386999999999997,0.7575,,1.48,8.235,12.458,62.404999999999994,0.8110000000000002,231.43200000000002,0.0,0.0,97.424,784.9499999999999,0.13166666666666665
2018-01-10,194.45,295.535,30.857647058823524,57.86555555555557,52.08,46.25375,18.425,1.3757142857142861,32.67642857142858,3.1281818181818184,6.753,0.5725,,1.5833333333333333,2.855,13.413000000000002,53.82333333333334,0.9907692307692307,191.43769230769232,0.0,0.0,100.77400000000002,850.3622222222223,0.18833333333333332
